Date,GAZP
2020-01-03,228.4952850341797
2020-01-06,226.3338165283203
2020-01-08,225.66334533691406
2020-01-09,224.14593505859375
2020-01-10,222.23150634765625
2020-01-13,221.87863159179688
2020-01-14,220.55528259277344
2020-01-15,221.7021942138672
2020-01-16,224.3135528564453
2020-01-17,225.31045532226562
2020-01-20,223.64306640625
2020-01-21,223.19313049316406
2020-01-22,218.87908935546875
2020-01-23,211.1155242919922
2020-01-24,209.92453002929688
2020-01-27,203.75779724121094
2020-01-28,207.3219757080078
2020-01-29,204.67530822753906
2020-01-30,204.2606658935547
2020-01-31,199.99954223632812
2020-02-03,200.82882690429688
2020-02-04,203.3519744873047
2020-02-05,205.16934204101562
2020-02-06,204.1283416748047
2020-02-07,202.12570190429688
2020-02-10,198.67620849609375
2020-02-11,206.35153198242188
2020-02-12,209.99510192871094
2020-02-13,206.04275512695312
2020-02-14,205.11642456054688
2020-02-17,206.21920776367188
2020-02-18,203.3519744873047
2020-02-19,204.5870819091797
2020-02-20,206.96908569335938
2020-02-21,204.67530822753906
2020-02-25,198.2174530029297
2020-02-26,198.28802490234375
2020-02-27,191.8831024169922
2020-02-28,178.78211975097656
2020-03-02,175.367919921875
2020-03-03,177.7499237060547
2020-03-04,176.44422912597656
2020-03-05,174.67979431152344
2020-03-06,166.0957794189453
2020-03-10,150.8598175048828
2020-03-11,151.7685089111328
2020-03-12,144.44606018066406
2020-03-13,146.5369415283203
2020-03-16,146.5369415283203
2020-03-17,147.3309326171875
2020-03-18,146.74867248535156
2020-03-19,154.00051879882812
2020-03-20,155.50030517578125
2020-03-23,148.52194213867188
2020-03-24,156.9912567138672
2020-03-25,158.9762420654297
2020-03-26,160.12315368652344
2020-03-27,153.94760131835938
2020-03-30,155.6591033935547
2020-03-31,160.0437469482422
2020-04-01,158.8527374267578
2020-04-02,165.01063537597656
2020-04-03,167.4191131591797
2020-04-06,168.5924835205078
2020-04-07,168.69833374023438
2020-04-08,171.24794006347656
2020-04-09,171.02740478515625
2020-04-10,169.38645935058594
2020-04-13,165.91934204101562
2020-04-14,167.71905517578125
2020-04-15,162.54925537109375
2020-04-16,162.59336853027344
2020-04-17,162.9285888671875
2020-04-20,163.6608428955078
2020-04-21,160.49366760253906
2020-04-22,166.1751708984375
2020-04-23,166.50160217285156
2020-04-24,163.83729553222656
2020-04-27,164.34898376464844
2020-04-28,166.29869079589844
2020-04-29,171.0362091064453
2020-04-30,167.6220245361328
2020-05-04,163.82847595214844
2020-05-05,167.6220245361328
2020-05-06,165.01947021484375
2020-05-07,163.9608154296875
2020-05-08,163.51087951660156
2020-05-12,164.2431182861328
2020-05-13,162.505126953125
2020-05-14,162.24929809570312
2020-05-15,162.1963653564453
2020-05-18,169.82757568359375
2020-05-19,171.3273468017578
2020-05-20,173.5681915283203
2020-05-21,171.8037567138672
2020-05-22,171.45968627929688
2020-05-25,174.2827911376953
2020-05-26,173.67405700683594
2020-05-27,171.794921875
2020-05-28,173.67405700683594
2020-05-29,176.40011596679688
2020-06-01,175.3149871826172
2020-06-02,178.18222045898438
2020-06-03,183.5019989013672
2020-06-04,177.73226928710938
2020-06-05,179.135009765625
2020-06-08,180.77593994140625
2020-06-09,180.7141876220703
2020-06-10,177.9881134033203
2020-06-11,173.5681915283203
2020-06-15,171.3273468017578
2020-06-16,173.43585205078125
2020-06-17,172.79183959960938
2020-06-18,170.26869201660156
2020-06-19,172.7477264404297
2020-06-22,170.97447204589844
2020-06-23,172.05078125
2020-06-25,168.7600860595703
2020-06-26,170.16282653808594
2020-06-29,174.09751892089844
2020-06-30,171.06268310546875
2020-07-02,172.1301727294922
2020-07-03,174.10635375976562
2020-07-06,175.9943084716797
2020-07-07,174.9444580078125
2020-07-08,177.12355041503906
2020-07-09,175.66787719726562
2020-07-10,177.39703369140625
2020-07-13,173.53289794921875
2020-07-14,171.28323364257812
2020-07-15,173.91600036621094
2020-07-16,175.6392822265625
2020-07-17,176.91256713867188
2020-07-20,180.11019897460938
2020-07-21,179.38258361816406
2020-07-22,178.9230499267578
2020-07-23,177.9082489013672
2020-07-24,177.48699951171875
2020-07-27,176.6636505126953
2020-07-28,176.2519989013672
2020-07-29,176.39559936523438
2020-07-30,174.2989501953125
2020-07-31,174.51913452148438
2020-08-03,175.6871337890625
2020-08-04,175.2850341796875
2020-08-05,181.3164825439453
2020-08-06,180.6175994873047
2020-08-07,179.15283203125
2020-08-10,179.21983337402344
2020-08-11,183.33653259277344
2020-08-12,184.1981658935547
2020-08-13,185.6820831298828
2020-08-14,184.1790313720703
2020-08-17,181.97706604003906
2020-08-18,182.44618225097656
2020-08-19,181.6515655517578
2020-08-20,178.22418212890625
2020-08-21,176.3285675048828
2020-08-24,178.91348266601562
2020-08-25,178.31033325195312
2020-08-26,179.96658325195312
2020-08-27,176.57749938964844
2020-08-28,174.95953369140625
2020-08-31,173.46604919433594
2020-09-01,176.06051635742188
2020-09-02,174.23194885253906
2020-09-03,172.22145080566406
2020-09-04,171.16835021972656
2020-09-07,169.79931640625
2020-09-08,165.7879180908203
2020-09-09,165.73048400878906
2020-09-10,166.9272003173828
2020-09-11,170.3067169189453
2020-09-14,170.4790496826172
2020-09-15,174.9116668701172
2020-09-16,175.5531005859375
2020-09-17,175.88818359375
2020-09-18,174.38511657714844
2020-09-21,168.64088439941406
2020-09-22,171.23536682128906
2020-09-23,170.07693481445312
2020-09-24,168.7557830810547
2020-09-25,165.12733459472656
2020-09-28,164.8114013671875
2020-09-29,163.75830078125
2020-09-30,164.0646514892578
2020-10-01,161.21168518066406
2020-10-02,162.21693420410156
2020-10-05,162.6477508544922
2020-10-06,165.1082000732422
2020-10-07,160.6468505859375
2020-10-08,159.93838500976562
2020-10-09,160.1681671142578
2020-10-12,161.84356689453125
2020-10-13,159.10548400878906
2020-10-14,159.9192352294922
2020-10-15,159.9192352294922
2020-10-16,159.9192352294922
2020-10-19,156.93223571777344
2020-10-20,159.2299346923828
2020-10-21,157.267333984375
2020-10-22,158.10980224609375
2020-10-23,157.71730041503906
2020-10-26,154.83560180664062
2020-10-27,152.11666870117188
2020-10-28,148.30633544921875
2020-10-29,149.3785858154297
2020-10-30,148.1627197265625
2020-11-02,150.80506896972656
2020-11-03,153.54315185546875
2020-11-05,157.25775146484375
2020-11-06,157.53538513183594
2020-11-09,163.13600158691406
2020-11-10,165.41455078125
2020-11-11,164.57205200195312
2020-11-12,166.54425048828125
2020-11-13,171.83851623535156
2020-11-16,177.05618286132812
2020-11-17,175.22760009765625
2020-11-18,178.4060821533203
2020-11-19,175.84988403320312
2020-11-20,174.74891662597656
2020-11-23,175.09356689453125
2020-11-24,178.61669921875
2020-11-25,179.61236572265625
2020-11-26,177.59231567382812
2020-11-27,177.97525024414062
2020-11-30,174.634033203125
2020-12-01,176.52963256835938
2020-12-02,178.6932830810547
2020-12-03,178.0231170654297
2020-12-04,180.6654815673828
2020-12-07,183.15463256835938
2020-12-08,181.9387664794922
2020-12-09,182.28341674804688
2020-12-10,184.84918212890625
2020-12-11,190.98593139648438
2020-12-14,191.00506591796875
2020-12-15,190.91891479492188
2020-12-16,196.83546447753906
2020-12-17,204.61888122558594
2020-12-18,204.37954711914062
2020-12-21,194.91114807128906
2020-12-22,200.50218200683594
2020-12-23,202.0531463623047
2020-12-24,196.39508056640625
2020-12-25,196.70144653320312
2020-12-28,197.1322479248047
2020-12-29,200.10968017578125
2020-12-30,203.31686401367188
2021-01-04,205.65284729003906
2021-01-05,205.21246337890625
2021-01-06,206.02622985839844
2021-01-08,206.02622985839844
2021-01-11,217.71572875976562
2021-01-12,218.2135467529297
2021-01-13,217.67742919921875
2021-01-14,219.05604553222656
2021-01-15,216.96897888183594
2021-01-18,217.98379516601562
2021-01-19,213.72349548339844
2021-01-20,214.71914672851562
2021-01-21,208.63027954101562
2021-01-22,205.5379638671875
2021-01-25,207.1559295654297
2021-01-26,208.82174682617188
2021-01-27,209.1089630126953
2021-01-28,208.4770965576172
2021-01-29,204.58059692382812
2021-02-01,204.0731964111328
2021-02-02,207.87396240234375
2021-02-03,208.2760467529297
2021-02-04,209.02279663085938
2021-02-05,211.97149658203125
2021-02-08,216.8828125
2021-02-09,217.0742950439453
2021-02-10,213.9436798095703
2021-02-11,212.80441284179688
2021-02-12,216.8253631591797
2021-02-15,219.10391235351562
2021-02-16,222.1100616455078
2021-02-17,217.52426147460938
2021-02-18,216.1360626220703
2021-02-19,216.3371124267578
2021-02-22,215.65737915039062
2021-02-24,212.22998046875
2021-02-25,214.1734619140625
2021-02-26,209.30043029785156
2021-03-01,212.14382934570312
2021-03-02,213.0629119873047
2021-03-03,213.97239685058594
2021-03-04,216.09776306152344
2021-03-05,216.02117919921875
2021-03-09,222.33982849121094
2021-03-10,221.90899658203125
2021-03-11,222.00474548339844
2021-03-12,224.12054443359375
2021-03-15,226.3129119873047
2021-03-16,225.3172607421875
2021-03-17,218.6060791015625
2021-03-18,218.1656951904297
2021-03-19,214.9489288330078
2021-03-22,211.8470458984375
2021-03-23,213.80007934570312
2021-03-24,214.98721313476562
2021-03-25,214.28834533691406
2021-03-26,216.3371124267578
2021-03-29,218.80712890625
2021-03-30,216.76792907714844
2021-03-31,218.405029296875
2021-04-01,216.89239501953125
2021-04-02,218.80712890625
2021-04-05,215.19784545898438
2021-04-06,214.11599731445312
2021-04-07,214.50852966308594
2021-04-08,214.7287139892578
2021-04-09,212.4597625732422
2021-04-12,212.90972900390625
2021-04-13,215.41802978515625
2021-04-14,225.4512939453125
2021-04-15,224.94387817382812
2021-04-16,224.93429565429688
2021-04-19,221.15267944335938
2021-04-20,220.1187286376953
2021-04-21,220.37721252441406
2021-04-22,221.55477905273438
2021-04-23,222.4547119140625
2021-04-26,223.4312286376953
2021-04-27,222.3302459716797
2021-04-28,222.54087829589844
2021-04-29,219.8219451904297
2021-04-30,220.16659545898438
2021-05-04,223.4982452392578
2021-05-05,226.88734436035156
2021-05-06,230.4296112060547
2021-05-07,231.49229431152344
2021-05-10,232.0858612060547
2021-05-11,231.5401611328125
2021-05-12,232.93792724609375
2021-05-13,235.8961944580078
2021-05-14,238.2896270751953
2021-05-17,242.0137939453125
2021-05-18,245.6709442138672
2021-05-19,248.4951934814453
2021-05-20,247.7197265625
2021-05-21,247.35592651367188
2021-05-24,248.7154083251953
2021-05-25,249.0696258544922
2021-05-26,251.00350952148438
2021-05-27,251.6353759765625
2021-05-28,251.11837768554688
2021-05-31,249.510009765625
2021-06-01,252.6693572998047
2021-06-02,259.39007568359375
2021-06-03,260.65380859375
2021-06-04,262.09942626953125
2021-06-07,263.5450744628906
2021-06-08,262.4632263183594
2021-06-09,264.22479248046875
2021-06-10,264.04290771484375
2021-06-11,264.7513732910156
2021-06-14,267.6617431640625
2021-06-15,262.11859130859375
2021-06-16,261.5537414550781
2021-06-17,260.7687072753906
2021-06-18,259.8304748535156
2021-06-21,259.715576171875
2021-06-22,264.02374267578125
2021-06-23,265.9289245605469
2021-06-24,265.0864562988281
2021-06-25,265.4023742675781
2021-06-28,265.65130615234375
2021-06-29,264.3013916015625
2021-06-30,269.1839904785156
2021-07-01,271.7880554199219
2021-07-02,273.5208740234375
2021-07-05,276.50787353515625
2021-07-06,282.07977294921875
2021-07-07,284.23388671875
2021-07-08,279.4565734863281
2021-07-09,282.0223083496094
2021-07-12,284.4349060058594
2021-07-13,281.8500061035156
2021-07-14,285.0400085449219
2021-07-15,280.42999267578125
2021-07-16,279.2200012207031
2021-07-19,274.6099853515625
2021-07-20,275.70001220703125
2021-07-21,278.7099914550781
2021-07-22,283.1499938964844
2021-07-23,279.7300109863281
2021-07-26,280.0899963378906
2021-07-27,277.6600036621094
2021-07-28,282.4700012207031
2021-07-29,287.44000244140625
2021-07-30,285.1000061035156
2021-08-02,286.1499938964844
2021-08-03,286.8999938964844
2021-08-04,288.6600036621094
2021-08-05,287.6099853515625
2021-08-06,282.0799865722656
2021-08-09,287.1000061035156
2021-08-10,287.989990234375
2021-08-11,289.8800048828125
2021-08-12,292.6400146484375
2021-08-13,292.75
2021-08-16,294.8699951171875
2021-08-17,298.2200012207031
2021-08-18,298.3500061035156
2021-08-19,292.8500061035156
2021-08-20,292.7900085449219
2021-08-23,297.6099853515625
2021-08-24,298.30999755859375
2021-08-25,297.1000061035156
2021-08-26,295.1000061035156
2021-08-27,298.8999938964844
2021-08-30,304.1400146484375
2021-08-31,305.79998779296875
2021-09-01,311.7300109863281
2021-09-02,314.05999755859375
2021-09-03,317.7099914550781
2021-09-06,325.95001220703125
2021-09-07,327.80999755859375
2021-09-08,326.3900146484375
2021-09-09,326.79998779296875
2021-09-10,327.3399963378906
2021-09-13,331.7699890136719
2021-09-14,338.8599853515625
2021-09-15,342.239990234375
2021-09-16,339.0
2021-09-17,335.82000732421875
2021-09-20,325.6000061035156
2021-09-21,336.3699951171875
2021-09-22,338.25
2021-09-23,343.32000732421875
2021-09-24,344.29998779296875
2021-09-27,352.5
2021-09-28,357.92999267578125
2021-09-29,358.1000061035156
2021-09-30,360.0
2021-10-01,361.1600036621094
2021-10-04,373.8699951171875
2021-10-05,386.1499938964844
2021-10-06,371.75
2021-10-07,369.010009765625
2021-10-08,367.55999755859375
2021-10-11,370.2300109863281
2021-10-12,365.19000244140625
2021-10-13,359.5799865722656
2021-10-14,366.3299865722656
2021-10-15,367.989990234375
2021-10-18,365.1499938964844
2021-10-19,367.260009765625
2021-10-20,369.7799987792969
2021-10-21,363.30999755859375
2021-10-22,358.8900146484375
2021-10-25,363.9599914550781
2021-10-26,365.6700134277344
2021-10-27,364.1000061035156
2021-10-28,353.1300048828125
2021-10-29,349.54998779296875
2021-11-01,357.0299987792969
2021-11-02,352.9100036621094
2021-11-03,350.8800048828125
2021-11-05,351.1300048828125
2021-11-08,351.2699890136719
2021-11-09,349.9100036621094
2021-11-10,349.0
2021-11-11,346.8999938964844
2021-11-12,335.6199951171875
2021-11-15,339.20001220703125
2021-11-16,336.4599914550781
2021-11-17,348.489990234375
2021-11-18,345.9800109863281
2021-11-19,337.0
2021-11-22,324.3399963378906
2021-11-23,338.510009765625
2021-11-24,335.760009765625
2021-11-25,338.5
2021-11-26,327.6000061035156
2021-11-29,338.5
2021-11-30,334.5400085449219
2021-12-01,349.79998779296875
2021-12-02,350.3900146484375
2021-12-03,345.6400146484375
2021-12-06,336.79998779296875
2021-12-07,338.94000244140625
2021-12-08,338.92999267578125
2021-12-09,338.1000061035156
2021-12-10,331.5
2021-12-13,317.760009765625
2021-12-14,316.5
2021-12-15,319.45001220703125
2021-12-16,328.4700012207031
2021-12-17,327.6199951171875
2021-12-20,324.0
2021-12-21,338.760009765625
2021-12-22,348.3999938964844
2021-12-23,340.9100036621094
2021-12-24,338.25
2021-12-27,342.7799987792969
2021-12-28,345.0
2021-12-29,339.489990234375
2021-12-30,342.4700012207031
2022-01-03,350.70001220703125
2022-01-04,352.30999755859375
2022-01-05,344.239990234375
2022-01-06,344.0299987792969
2022-01-10,342.8900146484375
2022-01-11,343.9100036621094
2022-01-12,346.2099914550781
2022-01-13,337.5899963378906
2022-01-14,331.6300048828125
2022-01-17,327.29998779296875
2022-01-18,327.29998779296875
2022-01-19,316.8299865722656
2022-01-20,318.1000061035156
2022-01-21,313.4700012207031
2022-01-24,292.75
2022-01-25,294.3399963378906
2022-01-26,302.4200134277344
2022-01-27,323.0199890136719
2022-01-28,328.8800048828125
2022-01-31,328.8800048828125
2022-02-01,329.79998779296875
2022-02-02,330.94000244140625
2022-02-03,324.82000732421875
2022-02-04,321.5
2022-02-07,320.8900146484375
2022-02-08,331.25
2022-02-09,335.6300048828125
2022-02-10,331.05999755859375
2022-02-11,323.8800048828125
2022-02-14,321.6700134277344
2022-02-15,332.1600036621094
2022-02-16,335.29998779296875
2022-02-17,324.4599914550781
2022-02-18,310.80999755859375
2022-02-21,278.1499938964844
2022-02-22,279.20001220703125
2022-02-24,189.10000610351562
2022-02-25,238.0
2022-03-24,258.510009765625
2022-03-25,227.0
2022-03-28,218.60000610351562
2022-03-29,208.0
2022-03-30,216.0
2022-03-31,242.47999572753906
2022-04-01,251.39999389648438
2022-04-04,252.89999389648438
2022-04-05,243.5
2022-04-06,239.6999969482422
2022-04-07,239.6999969482422
2022-04-08,239.6999969482422
2022-04-11,234.5500030517578
2022-04-12,236.3000030517578
2022-04-13,234.8699951171875
2022-04-14,222.11000061035156
2022-04-15,224.0
2022-04-18,216.99000549316406
2022-04-19,220.72000122070312
2022-04-20,218.9199981689453
2022-04-21,218.9199981689453
2022-04-22,208.0
2022-04-25,208.0
2022-04-26,225.85000610351562
2022-04-27,237.14999389648438
2022-04-28,237.52999877929688
2022-04-29,240.39999389648438
2022-05-04,234.16000366210938
2022-05-05,234.16000366210938
2022-05-06,240.10000610351562
2022-05-11,241.99000549316406
2022-05-12,230.55999755859375
2022-05-13,235.52000427246094
2022-05-16,235.52000427246094
2022-05-17,258.79998779296875
2022-05-18,264.8399963378906
2022-05-19,266.67999267578125
2022-05-20,266.67999267578125
2022-05-23,266.67999267578125
2022-05-24,266.67999267578125
